,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
51,1,4,2,4,3,1,3,4,1,2,1,4,2,4,1,2,4,1,1,1,2,4,1,2,1,1,1,3,2,1,3,2,3,3,2,2,2,2,4,4
52,1,4,2,4,3,1,3,1,1,2,1,4,2,4,4,2,4,4,1,1,2,3,1,4,3,3,1,1,3,3,4,2,3,2,3,3,3,4,2,3
53,3,2,2,4,3,1,3,1,3,1,1,4,2,4,4,4,4,4,1,4,3,4,4,2,2,4,3,4,1,1,4,2,1,3,2,1,4,1,2,4
54,3,2,3,4,3,1,2,1,2,1,4,4,2,4,4,3,4,4,1,4,2,4,3,3,2,1,3,1,3,4,4,1,3,1,3,2,2,4,3,2
55,3,2,3,4,3,1,2,1,3,1,4,4,2,4,4,3,4,4,1,4,3,1,4,2,1,2,3,4,3,1,2,2,1,4,1,4,1,2,1,2
56,3,2,3,4,3,1,3,1,3,3,4,4,2,4,4,4,4,4,1,4,4,2,3,4,2,2,1,3,4,2,1,2,3,4,3,3,1,4,3,4
57,3,2,3,4,3,1,3,1,3,3,4,4,2,4,4,3,4,4,1,4,3,2,2,3,3,2,4,1,4,1,4,4,4,1,4,3,3,1,3,1
58,3,2,3,4,3,1,2,1,2,3,4,4,2,4,4,3,4,4,1,4,4,2,2,2,4,2,2,4,1,3,3,3,2,1,3,3,2,1,4,2
59,3,2,3,4,3,1,2,1,2,3,4,4,2,4,4,3,4,4,1,1,1,3,1,4,1,2,4,3,2,2,3,2,3,2,2,1,1,1,3,4
60,3,2,3,4,3,1,3,1,2,1,4,4,2,4,4,3,4,4,1,4,1,4,2,4,3,3,3,2,1,1,1,1,1,1,2,3,3,1,4,2
61,3,2,3,4,3,1,3,1,2,3,4,4,2,4,4,3,4,4,1,4,1,4,4,3,1,4,3,3,4,3,2,3,2,1,1,1,1,2,2,1
62,3,2,3,4,3,1,3,1,2,3,4,4,2,4,4,3,4,4,1,1,1,4,2,1,4,4,3,1,1,4,1,1,4,2,4,3,3,3,3,4
63,1,2,2,4,3,1,1,1,2,3,4,3,2,1,4,3,2,2,3,4,1,1,1,2,1,3,1,4,3,2,4,2,1,3,1,2,3,3,2,2
64,1,2,2,4,3,1,1,1,2,3,4,3,2,1,1,3,2,2,3,2,4,1,1,4,4,4,1,1,1,1,4,3,3,3,4,1,1,3,1,1
65,1,2,2,4,3,1,1,1,2,3,4,3,2,3,1,3,2,2,3,4,1,4,1,3,2,3,1,3,1,2,1,2,1,4,1,4,1,4,1,4
66,1,2,2,4,3,1,2,1,2,3,4,3,2,3,4,3,2,2,3,4,4,2,3,3,4,4,4,3,3,3,3,3,2,4,1,3,3,1,4,3
67,1,2,3,4,3,1,2,1,2,1,4,3,2,3,4,3,2,3,1,4,2,3,1,1,4,4,3,2,4,4,1,4,4,3,3,2,4,1,2,4
68,1,2,1,4,3,1,2,1,2,1,4,3,2,3,4,3,4,3,1,4,2,4,1,2,4,3,3,2,2,1,4,1,1,2,2,3,4,3,4,1
69,2,2,1,4,4,1,1,2,2,2,1,4,2,4,3,3,4,2,1,4,2,2,4,1,1,4,2,2,2,3,4,4,4,2,3,3,1,4,2,2
70,2,2,1,4,4,1,1,2,2,2,1,4,2,4,3,3,4,2,1,4,1,3,1,1,2,4,3,2,1,2,3,1,2,1,1,4,4,4,4,1
71,2,2,1,4,4,1,1,2,2,2,1,2,2,4,3,3,4,2,1,4,1,3,2,1,3,1,2,3,3,3,2,2,1,4,2,1,4,3,2,1
72,2,2,1,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,2,3,1,1,3,3,1,2,2,3,4,2,1,2,4,4,4,3,2,1
73,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,1,1,3,2,1,1,1,3,3,2,1,2,3,4,3,3,2,4,1,2
74,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,4,4,4,3,2,2,1,1,2,3,3,1,3,1,1,2,1,1,1,2
75,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,1,1,1,4,4,1,2,2,2,2,1,4,2,4,2,1,3,3,1,3
76,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,1,3,2,4,4,4,1,4,4,3,3,4,2,4,4,3,1,3,3,3
77,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,3,2,1,4,3,4,1,4,1,3,2,4,4,1,3,1,3,4,2,3
78,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,1,1,3,1,1,3,3,4,1,4,1,1,4,1,4,3,3,1,2,4
79,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,4,4,1,4,1,1,4,3,1,3,4,1,4,2,2,2,3,4,1,4
80,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,2,4,1,4,1,1,3,3,3,2,2,1,4,1,3,2,3,4,3,3
81,2,2,3,4,4,1,1,2,2,4,1,2,2,4,3,3,4,2,1,4,2,1,3,2,4,2,3,1,2,1,1,2,4,3,1,2,2,3,4,1
82,2,2,3,4,4,1,1,2,2,4,1,4,2,4,3,3,4,2,1,4,3,4,3,3,1,1,4,2,3,4,1,1,2,2,3,1,4,1,4,2
83,3,2,3,4,4,1,1,2,2,1,3,3,2,4,3,3,2,2,1,4,3,3,3,2,4,4,4,2,4,1,1,1,4,4,3,2,2,3,1,4
84,3,2,2,4,4,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,1,1,4,1,4,3,2,3,1,3,1,1,1,1,4,4,4,3,3,4
85,3,2,2,4,3,1,3,1,4,3,3,3,2,3,1,2,2,2,3,4,1,4,4,3,3,1,2,3,1,1,3,4,2,2,2,1,4,2,3,4
86,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,1,1,4,2,1,2,3,4,3,3,2,1,3,3,3,1,3,2,2,4
87,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,1,4,4,2,2,1,2,2,1,4,2,3,3,1,2,1,3,1,2,1
88,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,2,3,2,4,1,3,3,3,1,2,1,4,2,3,3,1,1,4,2,2
89,1,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,1,1,1,4,3,4,3,1,2,4,1,4,4,1,2,1,4,1,3,2
90,3,2,2,4,3,1,3,1,4,3,4,3,2,3,4,3,2,3,3,4,4,2,4,4,2,4,1,3,1,4,1,4,3,2,3,3,4,4,4,4
91,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,2,4,4,2,2,1,1,3,2,1,3,2,2,2,4,4,2,4,3,1
92,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,2,2,2,1,3,1,1,2,2,1,4,1,2,3,1,3,2,1,4,1
93,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,2,2,4,3,1,2,1,3,3,2,3,1,2,2,4,4,3,2,4,3
94,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,4,3,3,3,3,2,2,1,1,2,1,4,2,4,3,4,3,1,3,3
95,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,2,3,3,1,2,3,2,2,1,4,3,3,3,1,1,3,4,4,2,2
96,3,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,2,3,4,2,2,4,4,3,2,3,1,4,4,4,4,3,3,3,4,4
97,1,2,2,4,3,1,2,1,2,3,4,4,2,3,1,3,2,2,3,4,3,4,4,2,1,3,4,3,4,3,2,3,2,1,1,3,2,2,1,1
98,3,2,2,4,3,1,3,1,4,3,3,3,2,3,1,3,2,2,3,4,3,4,2,3,1,4,1,1,2,3,2,3,2,1,3,3,2,3,1,1
99,3,2,2,4,3,1,3,1,4,3,3,3,2,3,1,3,2,2,3,4,3,2,4,3,1,2,4,3,2,1,4,2,1,3,4,4,3,2,3,3
100,1,2,2,4,3,1,2,1,4,3,4,4,2,3,1,2,2,2,3,4,3,2,1,4,3,2,4,1,4,4,3,2,2,1,1,1,2,3,1,2
101,1,2,2,4,3,1,2,1,4,3,4,4,2,3,1,2,2,2,3,4,1,1,2,1,1,4,1,2,3,3,4,3,2,2,3,3,4,1,3,4
102,1,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,3,1,2,2,3,4,2,1,4,3,2,1,4,3,1,4,3,2,3,3
103,1,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,4,3,3,1,3,3,1,1,1,2,2,4,2,4,4,3,3,1,2,1
104,1,2,2,4,3,1,3,1,4,3,4,3,2,3,1,3,2,2,3,4,1,4,3,1,1,2,3,4,1,3,2,3,1,3,3,2,4,3,2,1
105,1,2,2,4,3,1,3,1,4,3,4,4,2,3,1,3,2,2,3,4,3,2,4,4,2,2,3,3,3,2,1,1,1,2,2,2,4,4,1,1
106,1,2,2,4,3,1,1,1,4,3,4,4,2,3,1,2,2,2,3,4,4,3,1,3,3,3,1,4,3,2,3,2,4,4,3,2,3,3,2,3
107,1,2,2,4,3,1,1,1,4,3,4,4,2,3,1,2,2,2,3,4,3,3,1,4,3,2,1,3,4,2,3,4,1,3,4,2,1,4,4,1
108,1,2,2,4,3,1,3,1,4,3,4,3,2,3,1,2,2,2,3,4,1,4,1,4,3,3,4,2,2,2,2,1,4,1,2,1,3,2,4,1
109,1,2,2,4,3,1,2,1,4,3,4,4,2,3,1,3,2,2,3,4,4,1,4,2,2,1,4,3,4,3,2,2,3,4,4,3,2,1,1,4
110,3,2,2,4,3,1,2,1,2,3,4,3,2,3,1,3,2,2,3,4,2,3,4,2,2,4,2,2,1,1,4,3,3,4,1,1,1,2,1,4
111,1,2,2,4,1,1,2,4,2,3,2,4,2,1,4,3,4,3,3,4,3,2,2,1,1,2,1,4,3,4,4,4,3,3,1,3,3,4,1,4
112,1,2,2,4,1,1,3,4,2,1,2,4,2,1,4,3,2,3,3,3,2,1,2,3,2,2,2,4,4,2,2,2,4,2,1,2,3,1,4,4
113,4,2,2,4,1,1,2,4,2,1,2,4,3,1,4,3,1,3,3,3,3,4,4,2,4,3,3,1,3,3,2,1,3,2,3,1,1,1,3,2
114,4,2,2,4,1,4,2,4,2,2,2,4,2,1,4,3,1,3,4,3,1,1,2,4,2,2,2,2,2,2,3,4,1,4,4,2,1,1,3,1
115,4,2,2,4,1,4,2,4,2,2,2,4,2,1,4,3,1,3,4,3,4,2,4,4,3,4,2,4,4,4,4,2,4,1,3,3,2,4,3,1
116,4,2,2,4,1,4,2,4,2,2,1,4,2,1,4,3,1,3,4,3,2,4,2,2,1,1,2,3,2,3,2,4,1,1,3,3,4,1,1,3
117,4,2,2,4,1,4,3,4,2,2,1,4,2,1,4,3,1,3,4,3,1,1,2,4,4,4,4,4,1,1,2,4,3,1,1,3,1,3,4,1
118,1,2,2,4,1,1,3,4,2,1,2,4,2,3,4,3,4,3,3,4,1,3,2,4,3,4,4,3,4,4,2,4,4,4,3,2,2,4,4,3
119,4,2,2,4,1,1,3,4,2,1,2,4,2,3,4,3,4,3,3,4,2,1,3,2,1,4,1,1,2,2,2,4,1,3,3,1,4,3,4,2
120,1,2,2,4,1,1,3,4,2,3,2,4,2,3,4,3,4,3,3,4,4,2,4,1,3,2,3,4,1,1,4,1,4,1,2,4,4,2,1,4
121,1,2,2,4,1,1,3,4,2,3,2,4,2,1,4,3,4,3,3,3,4,3,1,2,3,3,2,4,4,3,3,4,4,4,2,2,4,2,1,3
122,1,2,2,4,1,1,3,4,2,3,2,4,2,1,4,3,4,3,3,4,4,3,3,4,2,1,4,3,3,3,1,2,4,2,2,3,4,3,4,1
123,4,2,2,4,1,1,3,4,2,1,3,4,2,1,4,3,4,3,3,3,3,2,2,4,3,2,3,3,2,1,1,3,1,3,4,4,3,1,4,2
124,4,2,2,4,1,1,3,4,2,1,3,4,2,1,4,3,4,3,3,3,4,1,1,3,4,4,2,1,4,2,2,2,2,3,1,3,4,3,2,4
125,1,2,2,4,1,1,3,4,2,1,1,4,2,1,4,3,4,3,2,3,2,3,4,2,4,3,4,2,2,4,2,3,4,2,1,4,2,4,1,3
126,1,2,2,4,1,1,3,4,2,1,1,4,2,1,4,3,4,3,2,3,4,3,2,1,2,1,2,3,2,4,3,2,4,1,2,2,3,2,1,3
127,4,2,2,4,1,1,3,4,2,1,3,4,2,1,4,3,4,3,2,3,1,3,4,4,3,1,2,4,3,3,2,4,3,4,3,1,2,3,1,4
128,1,2,2,4,1,1,3,4,2,1,3,4,2,1,4,3,4,3,1,2,2,3,4,1,2,2,1,3,1,1,2,3,2,1,2,3,2,3,2,1
129,1,2,2,4,1,1,3,4,2,1,1,4,2,1,4,3,4,3,2,3,3,2,1,2,4,3,4,4,4,3,4,1,3,2,2,2,3,1,4,2
130,1,2,2,4,1,1,3,4,2,1,3,4,2,1,4,3,4,3,2,3,4,1,3,4,2,4,2,2,3,1,1,2,2,1,3,3,1,1,2,1
131,1,2,2,4,1,1,3,4,2,1,4,4,2,1,4,3,4,3,1,2,1,2,4,4,4,3,3,2,2,1,4,4,4,1,2,4,3,1,4,2
132,1,2,2,4,1,1,3,1,2,1,4,4,2,1,4,3,4,3,1,2,2,3,2,1,2,4,4,3,1,4,4,3,3,1,4,1,3,4,2,4
133,1,2,2,4,2,1,3,1,2,3,4,3,2,3,4,3,2,3,1,2,2,4,2,3,3,2,4,2,4,1,3,3,2,2,3,1,1,3,1,1
134,3,2,2,4,2,1,1,1,2,3,4,3,2,3,4,3,2,3,1,4,2,3,1,3,1,2,3,1,1,2,3,2,4,3,2,4,3,1,3,4
135,3,2,2,4,2,1,1,1,2,3,4,3,2,3,4,3,2,3,3,4,2,4,3,4,1,4,1,1,1,1,4,3,4,2,3,3,3,1,3,4
136,3,2,2,4,1,1,2,1,4,3,1,3,2,3,4,3,2,3,3,4,3,1,2,1,2,4,3,4,4,3,1,2,4,2,2,4,1,3,2,1
137,4,2,2,4,1,1,2,1,4,3,1,3,2,3,4,3,2,3,3,4,3,3,3,1,2,2,3,4,2,3,2,4,2,4,3,3,3,2,1,1
138,3,2,2,4,2,1,2,1,2,3,4,3,2,3,4,3,2,3,3,4,2,2,3,2,3,2,2,2,3,3,1,1,1,2,2,1,2,4,4,1
139,3,2,2,4,1,1,2,1,4,3,4,3,2,3,4,3,2,3,3,4,1,3,2,2,4,2,3,3,3,2,4,1,1,1,2,2,4,2,1,2
140,4,2,2,4,1,1,2,1,2,3,4,3,2,1,4,3,4,3,3,4,3,1,2,3,2,1,3,1,2,2,4,1,3,1,4,4,2,3,3,4
141,4,2,2,4,1,1,2,1,2,3,1,3,2,1,4,3,4,3,3,4,2,4,1,2,1,2,2,1,1,1,3,2,4,4,3,2,1,1,2,3
142,4,2,2,4,1,1,2,1,2,3,1,3,2,1,4,3,4,3,3,4,1,2,4,4,1,2,4,3,2,3,4,1,3,1,3,2,3,2,1,1
143,4,2,2,4,1,1,2,1,2,3,2,3,2,1,4,3,4,3,3,4,4,4,1,1,3,4,3,3,2,1,4,3,2,4,4,4,1,1,3,1
144,4,2,2,4,1,1,2,4,2,3,2,3,2,1,4,3,4,3,3,4,1,4,4,4,4,1,3,1,1,4,1,1,2,1,2,3,2,2,2,2
145,4,2,2,4,1,1,2,1,2,3,2,3,2,1,4,3,2,3,3,4,2,1,3,2,4,3,2,1,3,3,3,3,3,4,1,2,4,4,3,4
146,4,2,2,4,1,1,2,4,2,3,2,3,2,3,4,3,2,3,3,4,1,4,4,4,3,4,3,1,4,2,3,3,3,2,4,1,4,1,2,3
147,4,2,2,4,1,1,2,4,4,1,2,3,2,3,4,3,2,3,3,4,1,3,4,3,3,3,2,1,3,1,1,1,1,2,1,4,2,2,2,1
148,4,2,2,4,1,1,2,4,4,1,4,3,1,3,4,3,2,3,3,4,3,4,3,3,3,1,1,4,2,3,1,1,4,1,1,2,3,4,3,4
149,1,2,2,4,1,1,2,4,4,1,4,3,2,3,4,3,2,3,3,4,2,3,2,3,1,4,4,1,4,4,1,4,4,1,1,4,2,4,2,2
150,1,2,2,4,1,1,2,4,4,1,4,3,2,3,4,3,2,3,3,4,3,4,2,2,2,3,4,2,3,4,1,4,2,2,3,2,3,2,2,3
151,1,2,2,4,1,1,2,1,4,1,4,3,2,1,4,3,2,3,1,4,4,3,4,2,4,1,3,4,4,1,1,2,1,3,2,2,3,2,2,4
152,1,2,2,4,1,1,2,4,2,1,4,3,2,1,4,3,2,3,1,4,3,4,3,4,1,4,3,4,2,4,1,4,4,4,2,1,2,1,2,2
153,1,2,2,4,1,1,2,1,2,3,4,3,2,1,4,3,2,3,1,4,3,3,2,3,1,2,3,2,4,3,1,2,4,3,3,3,4,1,2,4
154,1,2,2,4,1,1,2,1,2,1,4,3,2,1,4,3,2,3,3,4,4,3,3,4,4,3,4,2,3,1,2,3,1,2,1,1,2,1,4,3
155,1,2,2,4,1,1,2,1,2,1,4,3,2,1,4,3,2,3,3,4,1,1,3,3,3,1,2,4,1,1,3,2,3,1,3,3,4,3,3,2
