,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
10,2,2,3,3,4,4,4,1,3,1,2,4,4,3,1,1,4,1,1,2,1,3,3,1,3,1,3,3,1,2,1,1,1,3,1,2,3,4,4,2
11,2,2,3,3,4,4,4,2,3,1,2,4,4,3,1,1,4,1,1,2,1,2,4,1,4,1,3,2,3,4,1,2,1,2,3,2,1,1,1,4
12,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,1,2,1,2,4,2,4,4,2,2,3,3,1,1,2,1,4,2,3,2
13,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,4,2,2,2,1,2,1,3,3,3,3,1,2,3,2,1,1,2,3
14,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,1,1,1,1,1,3,3,4,4,2,2,2,4,1,4,2,1,2,2
15,4,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,4,1,2,3,1,1,3,4,3,1,3,1,2,4,4,3,2,1,2
16,2,2,2,3,4,4,4,4,3,1,4,3,4,1,1,4,4,1,3,4,2,4,2,2,1,2,4,4,4,4,3,2,2,1,4,1,2,4,3,3
17,2,2,3,3,4,4,4,4,3,1,2,3,4,1,1,1,4,1,3,2,1,3,2,2,3,3,2,4,2,1,3,2,4,3,3,3,3,2,2,3
18,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,2,4,2,3,1,3,4,3,3,1,1,1,2,1,2,4,3,1,1
19,2,2,2,1,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,3,1,4,1,2,1,1,4,2,3,2,1,1,3,1,3,1,2,2,4
20,4,2,2,1,4,4,4,4,3,1,4,4,4,1,1,4,2,3,3,4,1,4,4,1,3,2,4,3,2,1,4,2,4,3,4,3,4,3,4,1
21,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,3,3,4,1,1,1,2,2,1,2,4,4,2,3,3,4,2,1,2,2
22,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,4,2,2,4,4,1,3,3,1,2,3,4,1,4,1,1,2,1,4,1
23,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,2,4,2,1,1,3,3,2,3,1,3,4,2,3,1,1,2,1,1,3,1
24,2,2,3,3,4,4,4,4,3,1,2,4,4,1,1,1,4,1,1,2,3,2,3,3,1,3,1,2,1,2,3,3,4,1,3,4,3,4,4,3
25,2,2,3,3,4,4,4,4,3,1,2,4,4,1,1,1,4,1,3,2,2,3,2,2,2,4,1,4,1,2,4,2,1,1,2,2,2,3,4,2
26,2,2,3,3,4,4,4,1,3,1,2,4,4,1,1,1,4,1,1,2,4,3,2,1,1,2,4,2,3,2,4,1,4,3,1,3,2,1,1,3
27,2,2,3,3,4,4,4,2,3,1,4,4,4,3,1,1,2,2,1,2,1,1,3,3,2,4,1,1,2,1,2,2,4,4,3,1,1,1,1,4
28,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,3,2,2,4,1,2,3,1,2,1,4,3,2,1,3,4,1,2,3
29,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,1,2,4,1,1,4,3,3,1,1,3,3,1,2,3,1,4,3,3
30,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,4,1,1,4,2,4,3,4,1,3,1,3,3,1,2,3,1,4
31,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,2,1,4,2,2,2,3,4,1,4,2,1,1,1,1,2,3,2,2,2,1
32,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,2,1,4,3,2,1,4,3,3,4,2,1,1,1,3,4,1,3,1,1,3
33,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,2,4,3,1,3,2,1,3,4,1,1,4,3,4,4,3,3,1,3,4,3
34,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,2,1,3,2,4,4,1,2,2,4,2,4,1,4,4,1,3,1,1,2,3
35,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,1,4,3,1,1,1,3,4,2,4,1,4,2,3,3,4,4,4,2,2
36,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,1,3,2,1,3,1,3,4,4,2,2,1,1,2,4,2,1,3,3,3
37,2,2,3,3,4,4,4,4,3,1,2,4,4,1,1,1,4,1,1,2,4,3,1,1,4,4,3,2,1,4,2,1,2,1,2,1,4,2,4,2
38,2,2,3,3,4,4,4,1,3,1,2,4,4,1,1,1,4,1,1,2,3,2,2,4,3,1,2,1,4,3,2,2,2,1,1,4,2,3,1,2
39,2,2,3,3,4,4,4,2,3,1,4,4,4,3,1,1,2,1,1,2,1,4,2,1,2,2,3,4,1,1,1,2,1,1,2,4,4,2,3,2
40,2,2,3,3,4,4,4,2,3,1,4,4,4,3,1,1,2,1,1,2,2,4,1,1,1,2,4,1,4,2,2,3,3,1,2,3,4,3,2,2
41,1,3,2,3,4,4,1,2,1,1,4,4,4,3,3,4,2,1,1,3,2,4,4,4,2,3,4,2,3,4,2,3,2,4,1,3,2,4,4,2
42,2,2,3,3,4,4,4,2,3,1,4,4,3,3,1,1,2,2,1,2,1,2,3,3,4,1,3,3,3,1,1,4,4,1,3,2,3,1,3,4
43,2,2,3,3,4,4,4,4,3,1,2,4,4,1,1,1,4,1,3,2,2,3,2,3,3,3,3,2,4,2,2,3,3,1,3,2,3,2,3,3
44,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,1,4,1,3,4,2,1,4,3,4,4,3,1,3,3,1,1,4,1,4,1,4,2,2,2
45,2,2,3,3,4,4,4,2,3,1,2,4,4,3,1,1,4,2,1,2,2,2,4,1,1,2,1,1,4,2,4,2,2,4,1,4,1,3,4,2
46,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,1,4,1,3,4,3,3,2,4,1,3,2,2,2,4,2,4,2,1,1,3,2,1,1,3
47,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,4,3,4,3,2,4,2,2,3,3,1,3,1,2,4,4,4,3,4,1
48,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,3,4,1,2,2,1,2,1,1,4,4,2,2,1,1,1,3,1,1,2
49,4,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,3,4,4,3,4,2,4,3,4,3,2,1,3,3,1,3,4,4,3,4
50,4,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,4,3,2,3,1,1,3,2,2,4,1,4,1,4,1,4,4,3,4,4
51,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,1,1,3,3,4,1,1,4,3,3,1,4,4,4,1,4,1,1
52,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,4,3,4,4,4,1,2,2,2,2,1,1,1,3,4,1,4,3
53,4,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,3,4,2,4,1,3,2,2,2,4,4,3,4,2,3,2,4,3
54,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,2,4,4,1,2,4,4,2,3,1,2,3,4,2,4,3,4,4,1
55,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,2,2,1,1,1,4,4,2,1,4,3,2,3,3,1,1,1,3
56,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,4,1,1,1,2,4,4,3,1,3,1,2,1,1,3,3,1,2,4
57,4,2,3,3,4,4,4,4,3,1,4,4,4,1,1,4,2,1,3,4,2,4,4,2,3,4,2,4,2,4,1,4,1,4,4,4,2,3,4,2
58,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,4,2,1,3,4,1,1,4,4,4,1,3,4,4,2,2,4,3,1,1,2,2,3,2,3
59,4,2,3,1,4,4,4,4,3,1,4,3,4,1,1,4,2,1,3,4,4,2,1,3,1,4,3,3,1,2,3,2,2,1,4,3,3,1,3,1
60,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,1,3,3,3,1,2,3,3,2,3,1,1,3,3,4,2,1,4
61,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,2,2,1,2,4,2,4,1,2,4,1,3,2,2,1,4,4,3
62,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,4,2,4,1,1,4,1,3,2,1,1,4,1,1,2,4,1,3,1
63,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,3,2,3,4,4,2,1,1,3,3,3,2,3,4,3,2,4,1,4
64,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,2,1,3,1,4,3,3,2,2,2,1,1,3,1,3,3,2,3,3
65,4,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,2,4,4,4,3,3,2,3,3,4,3,1,2,2,4,2,3,3,2
66,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,3,4,2,1,2,1,4,3,2,4,1,1,2,1,1,2,4,1
67,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,2,4,3,2,1,4,2,2,4,3,4,1,3,1,1,1,4,1,3
68,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,3,3,3,2,4,2,3,4,3,3,4,4,3,3,2,4,3,1,1
69,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,4,1,3,3,3,3,2,4,3,1,4,1,1,2,1,2,4,3,3
70,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,2,1,1,4,2,4,1,4,2,1,1,1,4,4,2,4,1,3,2
71,2,2,3,3,4,4,1,1,3,1,2,4,4,3,1,1,4,1,3,2,1,2,3,4,3,4,3,2,2,1,2,2,4,2,4,3,3,1,1,4
72,2,2,3,3,4,4,4,2,3,1,2,4,4,3,1,1,4,1,1,2,3,2,1,3,2,3,1,1,3,1,2,3,4,4,3,2,2,4,2,1
73,2,2,3,3,4,4,4,4,3,1,4,3,4,1,1,1,4,1,3,4,2,2,3,2,2,3,1,1,2,1,3,4,4,4,4,2,4,3,2,1
74,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,1,4,1,3,4,1,1,3,4,1,3,4,3,1,4,2,4,1,2,2,2,3,1,3,4
75,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,1,4,1,3,4,3,3,2,1,1,3,2,1,1,4,1,1,2,1,1,4,1,2,2,3
76,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,4,2,1,3,4,2,3,1,1,3,1,1,4,1,4,2,4,2,1,2,3,2,3,2,1
77,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,3,3,2,4,3,1,1,2,4,1,3,3,4,1,3,2,1,1,3,3
78,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,4,2,4,2,1,2,2,4,3,3,4,3,1,3,1,1,2,1,4,2
79,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,3,2,1,1,1,2,4,1,3,2,1,4,3,1,3,3,2,3,3,1
80,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,3,2,3,1,1,3,1,4,3,1,4,3,2,4,3,4,1,4,4,3
81,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,3,3,4,4,4,1,1,4,3,2,1,1,2,4,4,1,1,1,2,4
82,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,2,4,1,3,1,2,4,3,4,2,1,4,3,2,1,2,2,2,4,2
83,4,2,3,3,4,4,1,4,3,1,4,3,4,1,1,1,4,1,3,4,1,2,3,1,3,2,3,1,2,1,4,4,2,3,3,1,4,4,2,4
84,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,1,2,3,3,2,1,2,1,2,2,4,1,3,4,1,3,4,3,1
85,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,2,3,2,1,2,1,3,2,4,3,1,1,4,1,1,3,4,4
86,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,4,3,2,4,1,4,1,3,4,3,2,1,1,1,2,3,2,3,1,1
87,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,3,1,1,4,1,2,2,4,4,2,2,3,3,2,2,4,3,1
88,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,2,4,4,2,2,1,2,2,1,3,3,2,4,1,2,2,4,3,2,1
89,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,4,4,1,2,2,3,2,4,4,4,3,1,1,2,1,1,3,4,3,1
90,2,2,3,3,4,4,1,1,3,1,2,4,4,3,1,1,4,1,3,2,2,4,4,1,4,2,1,3,1,4,1,3,4,4,2,3,2,4,3,1
91,2,3,2,3,4,4,1,2,3,1,4,4,4,3,1,1,2,1,1,3,4,1,2,4,4,4,4,2,2,2,1,2,1,3,4,3,1,4,1,2
92,2,2,3,3,4,4,4,2,3,1,4,4,4,3,1,1,2,1,1,2,1,2,3,4,3,4,2,3,1,1,1,2,2,3,2,4,2,3,3,4
93,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,3,4,4,2,3,2,3,3,2,2,2,1,3,2,3,2,3,3,4,4
94,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,2,1,1,1,4,2,3,1,4,2,1,3,2,1,1,2,1,1,1,1
95,2,2,3,3,4,4,4,4,3,1,2,3,4,1,1,1,4,1,3,2,2,4,2,2,2,3,3,2,3,1,4,4,3,1,2,1,2,4,4,3
96,2,2,3,3,4,4,4,4,3,1,2,3,4,1,1,4,4,1,3,4,2,4,1,2,4,2,1,4,3,4,1,3,4,1,4,1,3,1,3,3
97,2,2,3,3,4,4,4,4,3,1,2,3,4,1,1,4,4,1,3,4,1,3,4,2,4,3,4,1,4,1,4,4,1,4,2,3,2,4,2,2
98,2,2,3,3,4,4,4,4,3,1,2,3,4,1,1,1,4,1,3,2,2,3,3,3,1,3,3,1,1,3,1,4,2,1,2,3,3,4,4,4
99,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,3,1,3,3,4,2,4,4,3,2,4,4,1,4,4,4,2,4,1,2
100,4,2,4,1,4,4,4,4,3,1,4,3,4,1,3,4,2,3,3,4,2,1,1,1,3,4,4,4,2,4,1,1,2,3,1,2,1,1,1,3
101,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,4,2,1,3,4,1,1,4,3,1,3,2,4,2,2,1,2,3,4,2,3,2,4,1,1
102,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,4,2,1,3,4,2,1,3,4,3,3,3,1,3,3,2,3,4,3,4,3,3,4,1,4
103,2,2,3,3,4,4,4,4,3,1,2,4,4,1,1,1,4,1,3,2,4,3,1,2,1,1,2,4,1,2,1,2,1,3,1,1,3,1,3,3
104,2,2,3,3,4,4,4,4,3,1,4,4,4,1,1,1,4,1,3,2,1,1,2,1,2,4,1,2,1,1,3,4,3,1,1,4,1,1,4,3
105,4,2,3,3,4,4,4,4,3,1,4,3,4,1,1,1,4,1,3,4,4,4,4,2,4,2,2,1,1,4,1,4,1,2,2,4,3,3,3,1
106,2,2,3,3,4,4,4,4,3,1,2,3,4,1,1,1,4,1,3,2,2,4,3,4,4,2,3,2,3,4,1,1,4,2,3,4,3,4,1,2
107,2,2,3,3,4,4,4,1,3,1,2,4,4,3,1,1,4,1,1,2,1,1,3,2,4,1,1,1,1,1,3,2,3,2,4,2,3,3,3,2
108,2,2,3,3,4,4,4,1,3,1,2,4,4,3,1,1,4,1,1,2,4,3,1,1,1,4,3,1,4,1,1,4,4,2,4,4,3,4,3,1
109,2,2,3,3,4,4,1,1,3,1,2,3,4,3,1,1,4,1,3,2,3,2,2,3,2,2,4,4,3,3,2,1,4,4,3,4,1,1,1,2
110,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,4,1,2,4,2,3,3,1,2,3,3,2,2,1,3,4,4,3,4
111,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,3,2,4,3,4,4,3,3,2,4,1,1,4,4,2,2,3,4,3
112,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,1,2,3,4,4,2,1,4,2,2,3,2,4,1,3,3,4,1,4
113,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,1,1,3,2,2,1,4,2,3,4,4,3,1,1,1,4,3,2,3
114,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,1,4,1,3,2,2,3,2,1,3,4,3,4,3,3,3,4,3,2
115,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,3,4,4,1,3,2,3,1,2,1,2,1,3,2,4,4,1,2
116,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,3,4,4,3,2,4,1,4,3,3,3,1,4,3,2,2,2,3
117,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,2,2,3,4,2,3,3,1,1,3,1,2,4,1,2,3,2,3
118,2,2,3,3,4,4,4,1,3,1,2,3,4,3,1,1,4,1,3,2,1,1,4,4,2,2,1,1,2,3,4,4,1,4,1,2,4,1,3,1
119,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,1,4,2,4,1,2,3,4,2,4,4,2,3,1,1,2,1,2,1
120,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,1,4,3,3,3,2,3,2,2,3,1,1,1,4,4,4,3,4
121,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,4,3,3,2,3,4,3,3,2,3,3,1,3,1,3,2,1,4
122,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,4,3,2,1,3,4,1,1,2,2,3,3,1,2,3,1,2,4,4
123,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,3,3,2,2,1,4,1,4,3,4,2,3,4,4,1,2,3,3
124,4,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,1,1,2,1,3,4,2,3,3,2,1,4,3,3,4,4,4,1
125,4,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,3,4,2,3,3,1,1,3,2,2,1,2,4,3,1,3,3,3
126,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,4,4,3,3,1,2,4,2,3,3,3,4,2,3,1,3,3,2
127,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,3,4,3,4,1,2,1,3,4,2,1,4,3,2,2,4,1,4,4
128,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,4,1,3,4,4,3,4,3,3,2,3,2,3,2,4,4,3,3,3
129,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,3,4,1,3,4,4,2,2,4,2,3,1,4,1,1,1,3,4
130,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,1,2,3,4,3,1,2,4,4,1,3,4,1,3,4,1,4,4
131,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,4,2,2,2,2,4,2,4,4,1,2,2,3,4,4,2,4,1
132,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,2,4,4,1,3,1,2,2,1,1,4,4,1,1,4,4,3,4
133,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,2,2,1,2,2,4,3,1,4,1,4,2,1,4,4,3,4,2,4
134,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,2,2,1,1,1,2,1,3,2,1,1,4,4,3,3,2,4,1
135,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,1,3,3,1,2,1,3,4,1,2,3,4,3,1,2,2,4,4,2
136,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,2,3,1,3,2,3,3,2,4,4,1,4,3,3,4,2,4,3
137,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,1,2,2,4,4,3,1,1,2,4,2,3,3,4,2,1,4,1,2
138,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,3,3,3,1,4,4,3,1,2,1,4,4,1,4,1,1,4,3,2
139,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,1,4,3,1,3,1,2,3,3,4,1,3,1,2,3,2,1,1,3
140,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,2,2,1,4,4,3,3,1,1,1,1,4,2,3,4,3,4,4,3
141,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,1,2,2,4,1,3,2,4,4,4,3,2,4,2,4,4,1,3
142,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,1,1,1,2,1,1,2,4,3,2,1,2,4,1,1,1,2,1,4
143,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,1,4,4,1,1,2,1,1,2,3,4,2,3,4,4,1,2,1,2
144,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,3,1,1,1,4,2,2,4,2,3,1,3,3,2,1,2,1,2,1,1
145,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,3,4,2,2,1,2,3,4,2,3,1,2,4,3,4,3,2,1
146,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,4,3,3,3,4,2,2,3,3,2,2,2,2,3,4,2,4,3,2
147,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,2,2,2,2,4,2,3,1,4,3,1,4,2,2,4,3,4,3,3
148,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,2,4,4,4,4,1,1,3,2,1,4,2,3,2,4,2,1,1,3
149,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,4,3,2,1,4,4,3,3,4,1,3,3,3,2,1,2,2,3,2
150,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,4,4,4,4,2,1,2,1,4,2,2,3,1,4,3,1,4,2
151,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,2,1,3,3,4,3,3,4,1,3,2,4,3,2,2,2,2,4,4
152,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,1,2,1,4,2,2,3,3,1,1,4,3,4,4,3,3,2,3,1,4
153,2,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,4,4,2,3,1,2,4,2,4,3,2,4,2,3,2,4,2,2,3,2
154,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,3,4,4,3,2,1,3,2,2,1,1,3,1,2,3,1,2,2
155,1,2,3,3,4,4,1,4,3,1,2,3,4,3,1,1,4,1,3,2,2,1,1,1,2,2,4,4,3,2,2,4,1,3,4,2,4,4,4,3
