,PANAS.Interested_Predicted,PANAS.Distressed_Predicted,PANAS.Excited_Predicted,PANAS.Upset_Predicted,PANAS.Strong_Predicted,PANAS.Guilty_Predicted,PANAS.Scared_Predicted,PANAS.Hostile_Predicted,PANAS.Enthusiastic_Predicted,PANAS.Proud_Predicted,PANAS.Irritable_Predicted,PANAS.Alert_Predicted,PANAS.Ashamed_Predicted,PANAS.Inspired_Predicted,PANAS.Nervous_Predicted,PANAS.Determined_Predicted,PANAS.Attentive_Predicted,PANAS.Jittery_Predicted,PANAS.Active_Predicted,PANAS.Afraid_Predicted,PANAS.Interested_Actual,PANAS.Distressed_Actual,PANAS.Excited_Actual,PANAS.Upset_Actual,PANAS.Strong_Actual,PANAS.Guilty_Actual,PANAS.Scared_Actual,PANAS.Hostile_Actual,PANAS.Enthusiastic_Actual,PANAS.Proud_Actual,PANAS.Irritable_Actual,PANAS.Alert_Actual,PANAS.Ashamed_Actual,PANAS.Inspired_Actual,PANAS.Nervous_Actual,PANAS.Determined_Actual,PANAS.Attentive_Actual,PANAS.Jittery_Actual,PANAS.Active_Actual,PANAS.Afraid_Actual
36,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,2,4,3,1,4,1,4,1,4,3,4,2,4,4,4,4,3,2,1,3
37,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,1,3,4,4,4,2,1,1,4,2,3,4,1,1,1,2,3,1,1
38,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,1,2,4,1,4,1,1,3,2,2,4,4,2,4,3,1,1,1,3
39,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,2,3,4,3,2,1,1,1,4,1,1,4,2,3,1,1,3,4,2,4
40,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,3,3,4,4,2,2,4,1,4,1,2,1,3,2,2,1,4,4,2,2
41,1,4,3,1,1,1,4,2,1,4,2,4,3,2,2,1,2,4,3,4,1,4,3,1,1,4,2,4,1,3,2,3,4,3,4,2,4,3,3,4
42,1,4,3,1,1,1,4,3,1,4,2,4,3,2,1,3,2,1,3,2,3,1,4,1,3,1,1,1,3,3,2,2,2,3,4,4,4,2,2,3
43,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,2,2,1,2,2,1,3,4,2,3,3,4,2,3,1,1,2,4,3,2
44,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,4,1,4,1,1,2,3,3,2,2,2,1,3,4,1,4,2,3,3,3
45,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,3,4,4,2,3,3,2,4,3,3,1,2,2,3,4,2,4,4,4,1
46,1,4,3,1,1,1,4,2,1,4,2,4,3,2,2,1,1,4,3,4,3,4,4,4,1,4,4,2,2,1,4,4,2,2,1,2,4,3,4,3
47,1,4,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,2,4,4,3,3,4,3,1,3,3,4,1,2,1,3,3,1,1,2,3
48,1,3,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,2,1,3,1,3,3,1,4,1,1,3,3,1,1,3,2,4,3,4
49,1,4,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,4,1,3,4,2,1,2,3,4,3,2,3,3,4,4,1,1,3,4
50,1,4,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,2,4,3,1,1,4,2,2,2,2,4,4,4,3,2,3,4,4,1
51,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,3,2,2,4,3,1,3,2,4,2,2,3,1,1,4,4,3,1,3
52,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,4,1,1,3,4,2,2,1,2,3,2,4,2,1,3,4,1,1,2
53,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,2,1,3,1,3,1,1,3,3,3,1,2,1,4,4,4,3,2,1,1
54,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,1,3,3,4,1,1,2,3,3,1,4,4,3,3,4,2,2,2,4,2
55,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,2,2,2,3,4,4,3,1,1,4,2,3,1,3,3,4,3,1,2,4
56,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,1,3,1,4,1,4,2,4,2,1,2,3,3,2,4,4,2,3,3,2
57,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,2,3,2,4,3,4,4,1,1,3,1,3,3,1,3,3,3,4,4,2
58,1,3,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,3,4,3,2,4,1,4,1,3,4,2,4,2,1,3,1,2,4,3,1
59,1,4,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,3,3,3,4,4,4,1,1,3,2,3,3,3,3,2,2,1,2,4,2
60,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,4,1,2,2,2,1,2,2,3,4,1,2,1,2,2,1,4,3,1
61,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,1,1,1,2,4,1,2,1,3,4,4,1,4,3,2,2,4,3,1,4
62,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,3,2,1,1,2,1,2,3,2,3,3,4,3,4,4,4,2,1,1
63,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,4,2,2,4,3,2,4,3,1,2,1,3,2,2,2,3,4,3,3
64,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,1,2,3,3,1,3,2,1,4,1,4,3,3,2,2,1,2,4,3,1
65,1,4,3,1,1,1,4,2,1,4,2,4,3,2,2,1,2,4,3,4,3,2,3,1,3,1,4,3,2,2,2,4,4,2,1,2,4,4,4,1
66,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,4,3,2,1,3,2,3,4,1,4,2,1,2,2,1,2,1,2,4,4,1,4,4
67,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,4,3,2,3,2,2,3,1,1,4,4,4,3,1,2,2,4,3,4,4,2,1,3
68,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,3,2,1,4,3,2,1,1,3,1,4,3,1,2,4,1,3,1,1,4
69,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,4,1,4,4,4,3,2,3,3,3,1,3,3,2,4,2,1,3,3,3
70,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,3,3,4,1,1,1,2,2,1,2,1,3,1,2,2,4,1,4,2,4
71,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,2,1,3,1,2,1,4,3,3,2,2,3,2,2,2,4,3,3,4
72,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,1,2,1,2,2,4,4,2,2,3,3,1,3,3,1,2,1,4,3,1
73,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,3,4,1,2,4,4,1,3,3,2,1,1,2,3,1,1,4,1,2,3
74,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,1,3,2,1,2,1,4,3,3,3,1,4,4,3,2,3,1,1,4,2,3,1,2
75,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,1,3,2,4,1,4,2,4,3,4,1,2,1,1,1,4,1,2,4,4,1,3,2
76,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,3,2,1,3,2,4,3,4,1,4,3,1,3,2,2,2,4,2,3,4,3,4,2,2,2
77,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,3,1,1,1,3,4,4,4,2,1,3,2,3,3,3,3,3,1,1,3
78,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,1,2,3,3,3,4,1,4,1,4,1,4,4,2,1,3,2,4,3,2
79,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,1,3,4,2,3,2,3,3,3,1,1,3,2,4,1,2,1,4,3,2
80,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,4,3,4,2,4,1,4,1,3,3,2,4,2,2,1,4,1,3,4,1
81,1,4,3,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,3,3,1,3,4,1,2,1,1,1,4,4,4,3,3,4,3,4,4,2
82,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,2,3,4,4,1,3,3,1,4,3,1,4,2,1,4,2,4,2,3,4
83,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,4,2,2,4,2,2,4,1,3,4,4,3,1,2,1,1,2,1,2,4
84,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,4,1,4,1,4,4,1,3,4,1,2,3,4,4,3,1,1,3,2,1
85,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,2,1,2,1,4,1,2,4,4,3,4,4,3,1,3,4,1,3,3
86,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,2,2,4,4,2,1,2,2,1,1,2,2,1,3,4,3,4,4,2,3
87,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,2,4,2,3,1,3,1,1,2,2,4,1,2,1,2,2,3,3,4
88,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,4,2,2,3,4,1,4,2,1,4,3,2,3,4,3,4,3,4,4
89,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,1,1,1,2,2,4,2,2,3,3,2,3,2,1,2,2,4,2,1,3
90,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,2,2,1,2,1,1,1,1,3,4,4,1,3,4,1,1,1,2,1,1
91,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,3,3,2,4,2,2,1,1,1,2,2,3,2,2,2,4,1,3,4,1
92,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,4,3,4,3,2,1,4,3,4,3,2,4,4,3,4,4,3,3,2,4
93,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,1,4,3,2,4,4,1,2,1,4,3,2,3,2,2,3,3,1,1,3
94,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,2,4,4,2,4,1,3,4,1,3,2,1,3,2,2,3,1,2,1,4
95,4,3,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,3,2,3,4,2,3,2,1,2,3,1,2,2,1,4,3,3,4,4,4
96,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,3,2,4,1,2,2,3,2,4,1,4,2,1,1,4,1,2,1,3,1
97,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,3,1,1,2,1,4,4,4,3,3,2,1,2,2,3,4,4,2,4,2
98,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,4,4,3,3,3,3,3,2,1,1,3,2,1,2,3,3,4,4,1,4
99,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,1,3,3,1,1,3,4,4,2,4,2,4,1,1,1,4,3,3,3
100,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,2,2,3,4,3,1,2,4,4,3,2,2,2,1,3,1,3,2,2
101,4,3,3,1,1,3,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,4,1,3,1,3,1,3,1,4,1,2,3,2,2,4,3,3,1,3
102,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,2,2,1,4,3,3,3,3,2,4,1,4,3,4,1,4,1,2,4,1
103,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,4,4,4,1,2,1,1,4,1,3,1,1,1,3,2,1,2,2,1
104,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,3,4,4,3,1,2,1,1,1,1,1,2,1,4,1,1,2,1,4
105,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,1,3,4,2,4,2,1,2,2,1,1,2,2,3,2,4,3,4,1,2
106,4,3,3,1,1,4,4,2,1,2,2,4,3,2,2,1,1,4,3,4,2,3,3,4,4,4,4,3,1,3,1,3,3,1,4,4,2,1,1,2
107,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,1,3,2,2,4,4,3,1,2,4,2,4,2,4,1,4,2,4,3,3,1,4,3
108,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,2,3,3,1,4,3,4,1,1,3,4,3,3,1,2,1,4,4,3,3
109,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,1,2,1,2,3,2,4,2,3,2,3,4,2,4,3,1,1,3,1,4
110,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,3,3,1,4,2,2,3,3,3,2,1,3,3,3,4,2,3,4,4,4
111,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,3,1,4,3,4,2,4,4,3,4,3,1,2,3,3,3,4,3,3,1
112,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,2,1,1,3,4,2,3,4,2,2,1,4,2,2,4,1,4,4,2,4
113,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,1,4,2,1,1,2,1,1,2,1,4,2,4,3,2,3,2,3,3
114,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,1,4,2,4,1,3,3,1,4,2,3,2,4,3,1,3,1,4,3,4
115,4,3,3,1,1,4,4,2,1,4,2,4,3,2,2,1,1,4,3,4,4,3,1,2,2,3,3,3,3,3,3,2,3,2,3,3,4,1,3,3
116,1,4,3,1,1,1,4,3,1,4,2,4,3,2,2,1,2,1,3,2,1,2,4,4,1,4,3,3,3,2,2,1,3,4,4,1,3,1,1,4
117,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,2,1,3,4,1,1,3,1,1,4,2,1,3,3,2,4,1,3,1,3
118,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,4,3,1,1,2,4,3,1,1,3,2,4,4,3,2,2,2,2,4,4
119,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,2,4,3,1,2,2,3,4,4,1,3,4,2,2,3,4,2,4,1,4
120,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,1,1,4,3,3,3,2,1,4,3,2,3,3,4,2,3,2,2,4,3
121,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,1,3,1,2,3,3,1,1,2,4,4,1,1,2,2,2,3,1,2,4
122,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,1,2,3,1,1,4,4,2,4,4,1,2,3,2,2,3,1,3,1,1
123,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,2,1,3,4,4,3,2,3,3,1,3,3,2,3,1,1,4,4,4,1
124,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,2,4,3,2,2,1,1,2,3,4,3,3,2,4,1,1,1,4,1,4
125,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,3,4,4,1,3,3,4,4,3,2,1,4,3,4,3,2,4,3,4,4
126,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,3,4,3,4,3,3,2,4,2,3,2,3,2,2,2,4,1,4,4,1
127,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,4,3,3,3,2,1,1,3,1,3,4,2,4,2,3,4,2,1,4,2
128,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,1,3,3,4,4,3,3,2,2,1,3,1,1,3,3,2,2,1,3,1
129,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,4,3,4,3,3,2,3,2,1,4,4,1,1,1,2,3,1,1,4,4
130,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,3,1,1,1,4,2,2,4,2,1,1,2,1,4,4,1,1,3,1,2
131,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,3,4,4,1,3,1,4,2,3,1,1,3,1,4,1,2,3,2,2,1
132,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,4,1,4,3,1,4,4,1,4,2,4,2,2,4,1,3,4,4,4,4
133,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,4,4,3,2,2,3,4,3,3,3,2,2,3,2,4,4,3,4,4,4
134,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,2,4,4,3,2,4,2,2,1,1,1,3,1,1,1,4,1,1,4,4
135,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,2,2,3,3,3,1,3,1,2,3,4,1,1,1,1,2,4,1,4,1
136,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,2,4,3,4,1,3,3,4,1,4,1,1,1,2,4,4,1,3,2,4
137,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,4,3,3,3,2,3,2,3,2,4,3,3,3,2,2,1,1,1,4,2
138,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,1,1,4,4,1,2,2,4,2,1,2,2,1,2,4,4,4,3,1,2
139,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,2,2,3,1,4,3,4,2,1,1,3,3,1,3,4,4,3,1,1
140,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,2,4,3,4,1,1,3,3,3,2,4,1,1,4,4,4,2,3,1
141,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,3,1,4,3,4,2,3,1,2,2,4,1,2,2,3,1,1,1,4,4
142,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,4,3,1,3,1,3,3,4,3,2,1,3,4,3,4,2,4,3,2
143,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,1,3,2,1,4,1,2,4,3,2,1,1,3,4,3,1,2,3,2,4,2,1,2
144,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,1,3,2,4,1,2,2,4,4,4,1,3,4,2,2,3,3,1,4,4,4,4,4
145,1,4,3,3,3,1,4,3,1,4,4,4,3,2,1,3,2,3,3,2,3,1,2,4,1,3,4,3,2,4,1,1,2,1,2,4,1,4,4,3
146,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,4,2,4,2,3,4,3,3,4,3,2,1,4,2,2,1,1,1,4,3
147,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,3,1,1,4,1,2,1,4,2,4,1,3,2,3,1,1,3,2,2,3
148,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,1,1,3,3,4,4,1,3,4,2,2,3,1,4,1,3,3,1,2,1
149,1,4,4,3,3,1,4,3,1,4,4,4,1,2,1,3,2,3,3,2,2,1,1,4,4,3,1,4,3,4,3,2,3,4,4,1,3,4,4,2
150,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,1,4,3,4,2,4,3,3,4,4,1,1,1,2,1,4,3,3,3,3
151,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,1,4,3,1,4,3,1,2,3,1,3,1,4,3,2,1,4,4,2,3
152,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,2,4,2,4,1,4,2,2,1,1,4,3,2,2,1,2,2,1,4,1
153,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,3,3,2,1,2,1,4,3,2,4,3,1,2,4,4,3,2,3,2,4
154,1,4,3,1,4,1,4,3,1,4,2,4,3,2,1,3,2,3,3,2,4,4,3,2,3,3,2,4,1,4,3,4,4,3,2,1,4,1,2,4
155,1,4,4,3,3,1,4,3,1,4,4,1,1,2,1,3,2,3,3,2,1,2,4,3,3,4,3,4,3,3,1,2,3,4,1,4,3,4,2,4
